,Character,dialogue,season,chapter
3236,Catelyn Stark, l want to see him. Now! Leave us.,1,10
3237,Catelyn Stark, Leave us. (the guards leave),1,10
3238,Jaime Lannister," You look lovely tonight, Lady Stark. Widowhood becomes you. (Catelyn grabs a large rock from the ground) Your bed must be lonely. ls that why you came? l'm not at my best, but l think l could be of service. You slip out of that gown and we'll see if l'm up to it. (She marches towards him and hits the rock against his forehead) Oh, l do like a violent woman.",1,10
3239,Catelyn Stark," l will kill you tonight, Ser. Pack your head in a box and send it to your sister.",1,10
3240,Jaime Lannister," Let me show you how. Hit me again, over the ear. And again and again. You're stronger than you look, it shouldn't take long.",1,10
3241,Catelyn Stark," That is what you want the world to believe, isn't it? That you don't fear death.",1,10
3242,Jaime Lannister," But l don't, my lady. The dark is coming for all of us. Why cry about it?",1,10
3243,Catelyn Stark," Because you are going to the deepest of the seven hells, if the gods are just.",1,10
3244,Jaime Lannister, What gods are those? The trees your husband prayed to? Where were the trees when his head was getting chopped off? lf your gods are real and if they are just why is the world so full of injustice?,1,10
3245,Catelyn Stark, Because of men like you.,1,10
3246,Jaime Lannister, There are no men like me. Only me.,1,10
3247,Catelyn Stark, My son Bran. How did he come to fall from that tower?,1,10
3248,Jaime Lannister, l pushed him out the window.,1,10
3249,Catelyn Stark, Why?,1,10
3250,Jaime Lannister, I hoped the fall would kill him.,1,10
3251,Catelyn Stark, Why?,1,10
3252,Jaime Lannister, You should get some sleep. lt's going to be a long war. (Catelyn drops the rock and goes away),1,10
3253,Lancel Lannister," l can't believe we're actually at war. Was it this exciting last time, when you were young? What does it say? Have we captured Robb Stark yet? What's our next move?",1,10
3254,Cersei Lannister, Stop talking. Get back into bed.,1,10
3255,Tywin Lannister, They have my son.,1,10
3256,Tyrion Lannister, The Stark boy appears to be less green than we'd hoped.,1,10
3257,Leo Lefford, l've heard his wolf killed a dozen men and as many horses.,1,10
3258,Addam Marbrand, ls it true about Stannis and Renly?,1,10
3259,Kevan Lannister," Both Baratheon brothers have taken up against us. Jaime captured, his armies scattered. lt's a catastrophe. Perhaps we should sue for peace.",1,10
3260,Tyrion Lannister, There's your peace. Joffrey saw to that when he decided to remove Ned Stark's head. You'll have an easier time drinking from that cup than you will bringing Robb Stark to the table now. He's winning – in case you hadn't noticed.,1,10
3261,Kevan Lannister, l'm told we still have his sisters.,1,10
3262,Leo Lefford, The first order of business is ransoming Ser Jaime.,1,10
3263,Addam Marbrand, Kevan Lannister: First we must return to Casterly Rock to raise –,1,10
3264,Addam Marbrand, Kevan Lannister: First we must return to Casterly Rock to raise –,1,10
3265,Tywin Lannister," (shouting) They have my son! Get out, all of you. (to Tyrion) Not you. You were right about Eddard Stark. lf he were alive, we could have used him to broker a peace with Winterfell and Riverrun, which would have given us more time to deal with Robert's brothers. But now – madness. Madness and stupidity. l always thought you were a stunted fool. Perhaps l was wrong.",1,10
3266,Tyrion Lannister," Half wrong. l'm new to strategy, but unless we want to be surrounded by three armies, it appears we can't stay here.",1,10
3267,Tywin Lannister, No one will stay here. Ser Gregor will head out with 500 riders and set the Riverland on fire from God's Eye to the Red Fork. The rest of us will regroup at Harrenhal. And you will go to King's Landing.,1,10
3268,Tyrion Lannister, And do what?,1,10
3269,Tywin Lannister," Rule. You will serve as Hand of the King in my stead. You will bring that boy king to heel, and his mother too, if needs be. And if you get so much as a whiff of treason from any of the rest – Baelish, Varys, Pycelle…",1,10
3270,Tyrion Lannister," Heads, spikes, walls. Why not my uncle? Why not anyone? Why me?",1,10
3271,Tywin Lannister," You're my son. Oh, one more thing. You will not take that whore to court. Do you understand?",1,10
3272,Daenerys Targaryen, Ser Jorah?,1,10
3273,Jorah Mormont," Gently, gently.",1,10
3274,Daenerys Targaryen, My son – where is he? l want him. Where is he?,1,10
3275,Jorah Mormont, The boy did not live.,1,10
3276,Daenerys Targaryen, Tell me.,1,10
3277,Jorah Mormont, What is there to tell?,1,10
3278,Daenerys Targaryen, How did my son die?,1,10
3279,Jorah Mormont," He never lived, my princess. The women say –",1,10
3280,Daenerys Targaryen, What do the women say?,1,10
3281,Jorah Mormont, They say the child was –,1,10
3282,Mirri Maz Duur," (entering the tent) Monstrous, twisted. l pulled him out myself. He was scaled like a lizard, blind, with leather wings like the wings of a bat. When l touched him the skin fell from his bones. Inside he was full of graveworms. l warned you that only death can pay for life. You knew the price.",1,10
3283,Daenerys Targaryen, Where is Khal Drogo? Show him to me. Show me what l bought with my son's life.,1,10
3284,Mirri Maz Duur," As you command, lady. Come. l will take you to him.",1,10
3285,Jorah Mormont, Time enough for that later –,1,10
3286,Daenerys Targaryen, l want to see him now.,1,10
3287,Daenerys Targaryen, The khalasar is gone.,1,10
3288,Jorah Mormont," A khal who cannot ride is no khal. The Dothraki follow only the strong. l'm sorry, my Princess.",1,10
3289,Daenerys Targaryen," Drogo! (in Dothraki) My sun and stars. (in the Common Tongue, to the rest) Why is he out here alone?",1,10
3290,Jorah Mormont," He seems to like the warmth, Princess.",1,10
3291,Mirri Maz Duur," He lives. You asked for life, you paid for life.",1,10
3292,Daenerys Targaryen, (looking at Drogo’s catatonic expression) This is not life. When will he be as he was?,1,10
3293,Mirri Maz Duur," When the sun rises in the west, sets in the east. When the seas go dry. When the mountains blow in the wind like leaves.",1,10
3294,Daenerys Targaryen, Leave us.,1,10
3295,Jorah Mormont, l don't want you alone with this sorceress.,1,10
3296,Daenerys Targaryen, l have nothing more to fear from this woman. Go.,1,10
3297,Daenerys Targaryen, You knew what l was buying and you knew the price.,1,10
3298,Mirri Maz Duur, lt was wrong of them to burn my temple. lt angered the Great Shepherd.,1,10
3299,Daenerys Targaryen, This is not God's work. My child was innocent.,1,10
3300,Mirri Maz Duur, lnnocent? He would have been The Stallion Who Mounts The World. Now he will burn no cities. Now his khalasar will trample no nations into dust.,1,10
3301,Daenerys Targaryen, l spoke for you. l saved you.,1,10
3302,Mirri Maz Duur," Saved me? Three of those riders had already raped me before you saved me, girl. l saw my god's house burn, there where l had healed men and women beyond counting. ln the streets l saw piles of heads, the head of the baker who makes my bread, the head of a young boy that l had cured of fever just three moons past. So tell me again exactly what it was that you saved?",1,10
3303,Daenerys Targaryen, Your life.,1,10
3304,Mirri Maz Duur, Why don't you take a look at your khal. Then you will see exactly what life is worth when all the rest has gone.,1,10
3305,Samwell Tarly, You can't!,1,10
3306,Jon Snow," Get out of my way, Sam.",1,10
3307,Samwell Tarly, They'll put out the word. They'll send out ravens. People will come after you. Do you know what happens to deserters?,1,10
3308,Jon Snow, Better than you do.,1,10
3309,Samwell Tarly, What are you going to do?,1,10
3310,Jon Snow, l'm gonna find my brother and put a sword through King Joffrey's throat. (gets on horseback),1,10
3311,Samwell Tarly, You can't leave us now. We need you here.,1,10
3312,Jon Snow, Move.,1,10
3313,Samwell Tarly, l won't let you go.,1,10
3314,Jon Snow, Move.,1,10
3315,Samwell Tarly, No.,1,10
3316,Jon Snow, Hyah!,1,10
3317,Shae, Hand of the King?,1,10
3318,Tyrion Lannister, So it would seem.,1,10
3319,Shae, And your father said you couldn't take anyone with you to King's Landing?,1,10
3320,Tyrion Lannister," No, he said l couldn't take you with me to King's Landing. He was very specific on that point.",1,10
3321,Shae, He knew my name?,1,10
3322,Tyrion Lannister, What?,1,10
3323,Shae," He said, ""Don't bring Shae with you to King's Landing""?",1,10
3324,Tyrion Lannister," l believe he used the word ""whore"".",1,10
3325,Shae, Are you ashamed of me? Are you afraid that l'm dancing around the court with my tits out?,1,10
3326,Shae," I’m funny now? l'm Shae, the funny whore.",1,10
3327,Tyrion Lannister," My father's probably the most powerful man in the country. Certainly the richest. He has all Seven Kingdoms in his pockets. Everyone everywhere always has to do exactly what my father says. He's always been a cunt. l believe the ladies of the court could learn a great deal from a girl like you. Why don't you come with me, be the Hand's lady? Because the King needs a Hand and the Hand – (Shae kisses Tyrion)",1,10
3328,Shae, l know what a Hand needs.,1,10
3329,Jon Snow, Ghost?,1,10
3330,Samwell Tarly, Hyah! Hyah! Hyah! Hyah!,1,10
3331,Grenn, Samwell!,1,10
3332,Pyp, ls he dead?,1,10
3333,Grenn," No, he's not dead.",1,10
3334,Samwell Tarly, Did we get him?,1,10
3335,Grenn," Come on, help me get him up.",1,10
3336,Pyp, Lucky you've got plenty of padding. (to Jon) We're taking you back to where you belong.,1,10
3337,Jon Snow, l belong with my brother.,1,10
3338,Samwell Tarly, But we're your brothers now.,1,10
3339,Grenn, They'll kill you if they find out you've gone.,1,10
3340,Jon Snow, They'll kill you if they know you came after me. Go back.,1,10
3341,Pyp, Sam told us everything. We're sorry about your father.,1,10
3342,Grenn, But it doesn't matter. You took the oath. You can't leave.,1,10
3343,Jon Snow, l have to.,1,10
3344,Grenn, You can't. You said the words.,1,10
3345,Jon Snow, I don't care about –,1,10
3346,Samwell Tarly," ""Hear my words and bear witness to my vow""",1,10
3347,Jon Snow, To hell with all of you.,1,10
3348,Pyp," ""Night gathers and now my watch begins. lt shall not end until my death. l shall live and die at my post.",1,10
3349,Grenn," ""l am the sword in the darkness – """,1,10
3350,Samwell Tarly," (in unison, reciting the vow) ""l am the sword in the darkness, the watcher on the walls, the shield that guards the realms of men. l pledge my life and honor to the Night's Watch, for this night and all nights to come.”",1,10
3351,Daenerys Targaryen," (in Dothraki) Do you remember our first ride, my sun and stars? lf you are in there, if you haven't gone away, show me. You're a fighter. You've always been a fighter. l need you to fight now. l know you're very far away, but come back to me, my sun and stars.",1,10
3352,Daenerys Targaryen," (crying) When the sun rises in the west and sets in the east. Then you shall return to me, my sun and stars.",1,10
3353,Grand Maester Pycelle," Kings? Oh, l can tell you all there is to know about kings. The thing you need to understand about kings is – For the past 67 years, l've known truly known more kings than any man alive. They're complicated men, but l know how to serve them. Yes, and keep on serving them. Aerys Targaryen. Of all the thousand thousand maladies the Gods visit on us, madness is the worst. He was a good man. Such a charmer. To watch him melt away before my eyes, consumed by dreams of fire and blood. Robert Baratheon was an entirely different animal – powerful man, great warrior, but alas - winning a kingdom and ruling a kingdom are rather different things. They say that if a man goes through life with his battle visor down, he can often be blind to the enemies at his side. Now l serve his son King Joffrey, may the Gods bless his reign.",1,10
3354,Grand Maester Pycelle," He is a capable young man. Strong military mind. Stern. But sternness in defense of the realm is no vice. lt's far too soon to know what manner of king he will be, but l sense true greatness on the horizon for our new King. Mmm. True greatness.",1,10
3355,Roose Bolton, So what's the thing?,1,10
3356,Grand Maester Pycelle, What thing?,1,10
3357,Roose Bolton," About kings. You said, ""The thing you need to understand about kings"".",1,10
3358,Grand Maester Pycelle, What? Things? What?,1,10
3359,Roose Bolton," When you started, you… Never mind.",1,10
3360,Grand Maester Pycelle," Let me see you out, my dear.",1,10
3361,Roose Bolton, lt's all right. No need.,1,10
3362,Grand Maester Pycelle," Yes, yes. Till the next time. (Pycelle gets off the bed and stretches his limbs with ease, belying his old age and general sickly demeanor) Right.",1,10
3363,Lord Varys," When you imagine yourself up there, how do you look? Does the crown fit? Do all the lords and ladies simper and bow, the ones who sneered at you for years?",1,10
